"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence"
"10","60.5257652407135","27.3045986624412","26"
"10","60.5245949115308","27.3147789923347","27"
"10","60.5209130650169","27.3244925542278","28"
"10","60.519586232702","27.3337649884009","29"
"10","60.5187950093968","27.3405704352522","30"
"10","60.5155401839247","27.3473246457884","31"
"10","60.51369084012821","27.356234355172028","32"
"10","60.5159226687888","27.3460398781149","33"
"10","60.5182389588499","27.3416603085411","34"
"10","60.5198639607393","27.3353572879912","35"
"10","60.5209028603107","27.3239265989235","36"
"10","60.5245066431542","27.3132416870772","37"
"10","60.5258565208456","27.3030948385627","38"
"10","60.5332217844842","27.2839363382184","39"
"10","60.5584146033573","27.2289093526685","40"
"10","60.5609947710972","27.2257131533021","41"
"10","60.5618832869902","27.2190188813228","42"
"10","60.569127249157","27.1885307839635","43"
"11","60.5153018553406","26.9354226547093","1"
"11","60.5147475607462","26.9248758667652","2"
"11","60.5129744210161","26.9167327973594","3"
"11","60.5145041355264","26.9052193316271","4"
"11","60.5168409225802","26.8980880951893","5"
"11","60.5180638695162","26.8932500205004","6"
"11","60.5191525473774","26.8881180578682","7"
"11","60.5199534572091","26.8803903823843","8"
"11","60.5203060478669","26.8755244376679","9"
"11","60.5203446301036","26.8708849966439","10"
"11","60.5201528589441","26.8779950888246","11"
"11","60.5197937551332","26.882323288828","12"
"11","60.5188781235827","26.8893377250422","13"
"11","60.5173564225898","26.8954803527112","14"
"11","60.5139657459857","26.9062839844374","15"
"11","60.5129516980374","26.9163001487701","16"
"11","60.5131055020869","26.9213402226311","17"
"11","60.5151314668923","26.92622104089","18"
"11","60.5153018553406","26.9354226547093","19"
"12","60.4919002852016","26.5447645622769","1"
"12","60.4907370935515","26.5506489645739","2"
"12","60.4907646573844","26.5552732197174","3"
"12","60.4896141243809","26.5633096824061","4"
"12","60.4697569077908","26.6258322043779","5"
"12","60.467109471165","26.631834565092","6"
"12","60.4694453027411","26.6374802706246","7"
"12","60.4726595516654","26.6426120898086","8"
"12","60.4765888402287","26.646540212986","9"
"12","60.4886528137689","26.6654196836457","10"
"12","60.4901517721529","26.6796225772662","11"
"12","60.4912617936401","26.6915528953558","12"
"12","60.4920624542196","26.6956449780543","13"
"12","60.4935806481591","26.7034982859775","14"
"12","60.4954411844094","26.7140467880929","15"
"12","60.4952756678751","26.7202120512375","16"
"12","60.494472374058","26.7257298742328","17"
"12","60.4910902341014","26.7380939357824","18"
"12","60.4907588116507","26.7413479540582","19"
"12","60.4894109236041","26.7464760013274","20"
"12","60.4876458740313","26.7543901682949","21"
"12","60.4885306819715","26.760513354599","22"
"12","60.49117917468","26.7676042903582","23"
"12","60.4950027627251","26.7711219824855","24"
"12","60.4970472485926","26.7728713648575","25"
"12","60.4971191355066","26.7833176419059","26"
"12","60.4967406629099","26.7922387890374","27"
"12","60.4953288026731","26.810992365633","28"
"12","60.4948979849851","26.8167870879162","29"
"12","60.4948382182572","26.8208074033235","30"
"12","60.4981888680597","26.847214838758","31"
"12","60.4986729978664","26.8539212763132","32"
"12","60.4998245619529","26.861754851778","33"
"12","60.5008995782894","26.8647427741381","34"
"12","60.5021237099537","26.8700131529488","35"
"12","60.5027913753062","26.8755099610798","36"
"12","60.5031407973875","26.8850502008988","37"
"12","60.5061670861594","26.8961724763549","38"
"12","60.5059172799142","26.9002730029267","39"
"12","60.5027237948674","26.9023167472162","40"
"12","60.4959103009318","26.9000752597368","41"
"12","60.4940797032054","26.8985113731629","42"
"12","60.4869936057944","26.9048060171156","43"
"12","60.4816065149144","26.9112674618531","44"
"12","60.4780632984973","26.9139866771771","45"
"12","60.4739226859235","26.9169638629253","46"
"12","60.4727539856038","26.9197883989285","47"
"12","60.4707022734374","26.9224937890644","48"
"12","60.4689323604327","26.922264353723","49"
"12","60.4653173870611","26.9276303258698","50"
"12","60.4642673867144","26.934435871355","51"
"12","60.4628559170436","26.9348736355487","52"
"12","60.4610784516526","26.939439258421","53"
"13","60.5153018553406","26.9354226547093","1"
"13","60.5147475607462","26.9248758667652","2"
"13","60.5124550719272","26.9198480788295","3"
"13","60.5085797627682","26.9118344928432","4"
"13","60.5060884393128","26.9048674755453","5"
"13","60.5063196709505","26.896331227525","6"
"13","60.503149750926","26.8853961200644","7"
"13","60.5026134290101","26.8740686319612","8"
"13","60.5021050530231","26.8698681998149","9"
"13","60.499796014559","26.8616484729104","10"
"13","60.498652447701","26.8523192184735","11"
"13","60.4980582313481","26.8458624040192","12"
"13","60.4961148967858","26.8328956345767","13"
"13","60.4951409503773","26.8250166676046","14"
"13","60.4948382182572","26.8208074033235","15"
"13","60.495537295951","26.8081928504231","16"
"13","60.4969065045121","26.7900991875904","17"
"13","60.4971095870185","26.7819526854963","18"
"13","60.4957728480722","26.771271220351","19"
"13","60.4934866990785","26.7695142218149","20"
"13","60.4904020793818","26.7663619336851","21"
"13","60.4881350453564","26.7587498107195","22"
"13","60.4876129222133","26.7533536010882","23"
"13","60.4894109236041","26.7464760013274","24"
"13","60.4907073951412","26.7418670359365","25"
"13","60.4913885755638","26.736329099837","26"
"13","60.4947067216693","26.7240838937308","27"
"13","60.4951281719404","26.721216252594","28"
"13","60.4953633208075","26.7125849998611","29"
"13","60.4933714459701","26.7023880388145","30"
"13","60.4920261377098","26.6954604571793","31"
"13","60.4906364239988","26.6896818856284","32"
"13","60.4901517721529","26.6796225772662","33"
"13","60.4879598557669","26.6640918753015","34"
"13","60.4751083784616","26.6444346982502","35"
"13","60.4694453027411","26.6374802706246","36"
"13","60.467275602851","26.6326680726298","37"
"13","60.4643203684358","26.6318407845754","38"
"13","60.4616998414226","26.6309506281808","39"
"13","60.4596747580408","26.6344222867579","40"
"13","60.4582153870705","26.6363140961578","41"
"13","60.4546392352372","26.6411096409565","42"
"13","60.4473770030346","26.6475609937575","43"
"13","60.4435029743499","26.6550803430835","44"
"13","60.437110565543","26.6545298908739","45"
"13","60.4304704504885","26.6002485169949","46"
"13","60.4919578837067","26.5445182485925","47"
"14","60.46971485115622","26.95156363144471","1"
"14","60.4678258396274","26.9453209869504","2"
"14","60.4647068161885","26.9377280893757","3"
"14","60.4653143069094","26.926743693943","4"
"14","60.468466317328","26.9220704480024","5"
"14","60.4704853987698","26.9225619025663","6"
"14","60.4725856741214","26.9202469055036","7"
"14","60.4749291783834","26.9167527568478","8"
"14","60.479494198493","26.9128622217208","9"
"14","60.4827357159597","26.9104226585701","10"
"14","60.4878890133859","26.9044280777538","11"
"14","60.4931208952195","26.8990778189743","12"
"14","60.4967769324016","26.9011416028208","13"
"14","60.5035172615751","26.901822165815","14"
"14","60.5060884175544","26.8991995681911","15"
"14","60.5065064919525","26.9069927062871","16"
"14","60.5094303799069","26.9138066492867","17"
"14","60.5131055020869","26.9213402226311","18"
"14","60.5151314668923","26.92622104089","19"
"14","60.5146820147498","26.9352410948219","20"
"14","60.5147978117996","26.9461869168206","21"
"14","60.5134480019346","26.9512689281558","22"
"14","60.514082112136","26.9587710685998","23"
"14","60.507900905896","26.9645118944782","24"
"14","60.5037427853337","26.9638784914281","25"
"14","60.504662975526","26.9683110537047","26"
"14","60.5022717272184","26.9708696921126","27"
"14","60.4996461470863","26.9731750485443","28"
"14","60.4992024914","26.9725252953281","29"
"14","60.4979541872779","26.9704311597046","30"
"15","60.4443136654595","26.8871889216483","1"
"15","60.447973702192","26.8771759247534","2"
"15","60.4518428439308","26.8777963919819","3"
"15","60.4571027442988","26.8763155368334","4"
"15","60.4595490261142","26.8783121579353","5"
"15","60.4605523614384","26.883199623927","6"
"15","60.4654590473124","26.8804958298669","7"
"15","60.467964438822","26.8784303341805","8"
"15","60.4746546008216","26.8743751817311","9"
"15","60.4755288658879","26.8715802163466","10"
"15","60.4773507012825","26.8678722306987","11"
"15","60.4803680438456","26.8655628854323","12"
"15","60.4826164826252","26.8582547449567","13"
"15","60.4870411145044","26.8529657220312","14"
"15","60.4908168655737","26.8546629759242","15"
"15","60.4927201639293","26.8564082800942","16"
"15","60.4947347687809","26.8621224255622","17"
"15","60.4948332759836","26.8669742304966","18"
"15","60.4931851043027","26.8744259878012","19"
"15","60.4912601423088","26.8774111096532","20"
"15","60.4890203439448","26.8800013425912","21"
"15","60.4871247729427","26.8821949002727","22"
"15","60.4883145026151","26.8919009773425","23"
"15","60.4878284011436","26.901019510152","24"
"15","60.4869936057944","26.9048060171156","25"
"15","60.4816065149144","26.9112674618531","26"
"15","60.4780632984973","26.9139866771771","27"
"15","60.4739226859235","26.9169638629253","28"
"15","60.4727539856038","26.9197883989285","29"
"15","60.4707022734374","26.9224937890644","30"
"15","60.4689323604327","26.922264353723","31"
"15","60.4653173870611","26.9276303258698","32"
"15","60.4642673867144","26.934435871355","33"
"15","60.4628559170436","26.9348736355487","34"
"15","60.463749145728","26.9389453263854","35"
"15","60.4654222738539","26.9430343583187","36"
"15","60.4670243389161","26.9469232580725","37"
"15","60.46971485115622","26.95156363144471","38"
"16","60.569127249157","27.1885307839635","1"
"16","60.5640660607078","27.1869636762408","2"
"16","60.5632941788784","27.1751257323065","3"
"16","60.5631274794025","27.1693214738708","4"
"16","60.563477181392","27.1619096118152","5"
"16","60.5606604478352","27.1593773119481","6"
"16","60.5538249022581","27.1566320861836","7"
"16","60.5474119664722","27.1587452897889","8"
"16","60.55134293146863","27.14746079952673","9"
"16","60.5435972519474","27.1336719210187","10"
"16","60.5434981052069","27.1309425602853","11"
"16","60.5519340371984","27.1290510079536","12"
"16","60.552124843407","27.1226119447703","13"
"16","60.5535514530019","27.1201824460606","14"
"16","60.5554629560561","27.1206235451617","15"
"16","60.5573935530123","27.1302855614835","16"
"16","60.5583848454844","27.1296832166519","17"
"16","60.5605070092393","27.1279644221805","18"
"16","60.5636718842542","27.1271361015238","19"
"16","60.5649026452562","27.1259889666405","20"
"16","60.5652533380341","27.1196053234223","21"
"16","60.5661833898217","27.1199221461216","22"
"16","60.5710543764736","27.1298679398696","23"
"16","60.5726867475442","27.1437952567453","24"
"16","60.5746342609357","27.1431787731512","25"
"16","60.5770040770466","27.1445071801045","26"
"16","60.5775037495935","27.1523131080639","27"
"16","60.5747586423794","27.1548115246861","28"
"16","60.573346067515","27.1552276685786","29"
"16","60.5710129440808","27.154617143309","30"
"16","60.56776531095229","27.153201705063896","31"
"16","60.56657866051592","27.149166521466114","32"
"16","60.56145290921948","27.150924950699235","33"
"16","60.5613177780878","27.1596660518903","34"
"16","60.5634025090696","27.1634985087352","35"
"16","60.5631653266192","27.1685714591186","36"
"16","60.5633158183663","27.1749841909409","37"
"16","60.5639773284178","27.1866855068146","38"
"16","60.5680986219142","27.1917281948583","39"
"16","60.569127249157","27.1885307839635","40"
"16","60.5723182352896","27.1894879281845","41"
"16","60.5748279529494","27.1820854401417","42"
"16","60.5770612388308","27.1786275458063","43"
"16","60.5771748450977","27.1784979947023","44"
