"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","municipality_id","stop_desc","stop_timezone","wheelchair_boarding","platform_code","vehicle_type"
"134880","","Heinlahdentie 184","60.4784591663527","26.7826068259725","2","","0","","","","","0","",""
"134881","","Heinlahdentie 189","60.4783614249198","26.7811386641809","2","","0","","","","","0","",""
"134886","","Pernoontie 13 E","60.5033133057103","26.8701925984652","2","","0","","","","","0","",""
"134887","","Pernoontie 21 P","60.5041297188605","26.8691787998877","2","","0","","","","","0","",""
"134888","","Pernoontie 49 E","60.5058930174104","26.8657341151826","2","","0","","","","","0","",""
"134889","","Pernoontie 55 P","60.5062795068751","26.865087209735","2","","0","","","","","0","",""
"134890","","Pernoontie 85 E","60.5082265291924","26.8618884598628","2","","0","","","","","0","",""
"134891","","Pernoontie 90 P","60.5085697367302","26.8613308219428","2","","0","","","","","0","",""
"134892","","Pernoontie 131 E","60.5115251809673","26.8564962989276","2","","0","","","","","0","",""
"134893","","Pernoontie 139 P","60.5120950538656","26.8555586479923","2","","0","","","","","0","",""
"134894","","Pernoontie 202 P","60.5172211828965","26.8518567015048","2","","0","","","","","0","",""
"134895","","Pernoontie 206 E","60.5175851997998","26.8519449082553","2","","0","","","","","0","",""
"134896","","Pernoontie 253 P","60.5215914213477","26.8558267012361","2","","0","","","","","0","",""
"134897","","Pernoontie 257 E","60.5218868570093","26.8561365830126","2","","0","","","","","0","",""
"134898","","Pernoontie 327 E","60.5270441605071","26.8625415700264","2","","0","","","","","0","",""
"134899","","Pernoontie 335 P","60.5277686409218","26.8633248094358","2","","0","","","","","0","",""
"134900","","Pernoontie 367 P","60.5306852365421","26.8638499828835","2","","0","","","","","0","",""
"134901","","Pernoontie 371 E","60.5312858682164","26.8636945033625","2","","0","","","","","0","",""
"134902","","Pernoontie 391 E","60.5327914397965","26.8633551567466","2","","0","","","","","0","",""
"134903","","Pernoontie 397 P","60.5334162681331","26.8632116033255","2","","0","","","","","0","",""
"134904","","Pernoontie 437 E","60.5367059737132","26.8613794882898","2","","0","","","","","0","",""
"134905","","Pernoontie 442 P","60.5371391374091","26.861057016183","2","","0","","","","","0","",""
"134906","","Pernoontie 465 P","60.5392048705344","26.8594613941974","2","","0","","","","","0","",""
"134907","","Pernoontie 469 E","60.5395529764549","26.8592800693425","2","","0","","","","","0","",""
"134908","","Pernoontie 495 E","60.5418478058251","26.8584052438215","2","","0","","","","","0","",""
"134909","","Pernoontie 499 P","60.5421140309977","26.858182437842","2","","0","","","","","0","",""
"134910","","Pernoontie 533 E","60.5442042539122","26.8553122193275","2","","0","","","","","0","",""
"134911","","Pernoontie 541 P","60.5447875336292","26.8546680934811","2","","0","","","","","0","",""
"134912","","Pernoontie 555 E","60.5462595800004","26.8536395607438","2","","0","","","","","0","",""
"134913","","Pernoontie 559 P","60.546595967104","26.8537135072426","2","","0","","","","","0","",""
"134914","","Pernoontie 607 E","60.5497100376924","26.8488975149081","2","","0","","","","","0","",""
"134915","","Pernoontie 611 I","60.5499190113555","26.8482591055663","2","","0","","","","","0","",""
"134916","","Pernoontie 665 E","60.5541261422265","26.843337191783","2","","0","","","","","0","",""
"134917","","Pernoontie 674 L","60.5548366397724","26.84264079114","2","","0","","","","","0","",""
"134918","","Pernoontie 751 E","60.5596369055708","26.8333377636446","2","","0","","","","","0","",""
"134919","","Pernoontie 757 P","60.5602697795106","26.8331375868647","2","","0","","","","","0","",""
"134920","","Pernoontie 829 I","60.5651768317911","26.825666395088","2","","0","","","","","0","",""
"134921","","Pernoontie 829 L","60.5652199165988","26.825468276227","2","","0","","","","","0","",""
"134922","","Pernoontie 848 L","60.564820693954","26.8225020197825","2","","0","","","","","0","",""
"134923","","Pernoontie 851 I","60.5648593706143","26.8218598117111","2","","0","","","","","0","",""
"134924","","Pernoontie 895 P","60.568397385504","26.8192217137793","2","","0","","","","","0","",""
"134925","","Pernoontie 903 E","60.5689229871989","26.8184590975951","2","","0","","","","","0","",""
